genres,id,keywords,overview,tagline,title,cast,crew
"['Horror', 'Mystery', 'Thriller']",241257,"['investigation', 'memory loss']","['Minnesota,', '1990.', 'Detective', 'Bruce', 'Kenner', 'investigates', 'the', 'case', 'of', 'young', 'Angela,', 'who', 'accuses', 'her', 'father,', 'John', 'Gray,', 'of', 'an', 'unspeakable', 'crime.', 'When', 'John', 'unexpectedly', 'and', 'without', 'recollection', 'admits', 'guilt,', 'renowned', 'psychologist', 'Dr.', 'Raines', 'is', 'brought', 'in', 'to', 'help', 'him', 'relive', 'his', 'memories', 'and', 'what', 'they', 'discover', 'unmasks', 'a', 'horrifying', 'nationwide', 'mystery.']","['Fear', 'always', 'finds', 'its', 'victim']",Regression,"['Ethan Hawke', 'Emma Watson', 'David Thewlis']",['Alejandro Amenábar']
"['Crime', 'Drama', 'Thriller']",13250,"['chicago', 'infidelity', 'man-woman relation', 'revenge']","['A', 'sociopathic', 'kidnapper', 'methodically', 'pushes', 'a', 'desperate', 'pair', 'of', 'parents', 'to', 'their', 'absolute', 'breaking', 'point.']","['Lives', 'will', 'be', 'broken']",Butterfly on a Wheel,"['Pierce Brosnan', 'Maria Bello', 'Gerard Butler']",['Mike Barker']
"['Comedy', 'Animation', 'Adventure', 'Family']",133931,"['falcon', 'bird', 'origin']","['Set', 'in', 'a', 'bustling', 'bird', 'city', 'on', 'the', 'edge', 'of', 'the', 'majestic', 'Victoria', 'Falls,', '""Zambezia""', 'is', 'the', 'story', 'of', 'Kai', '-', 'a', 'naïve,', 'but', 'high-spirited', 'young', 'falcon', 'who', 'travels', 'to', 'the', 'bird', 'city', 'of', '""Zambezia""', 'where', 'he', 'discovers', 'the', 'truth', 'about', 'his', 'origins', 'and,', 'in', 'defending', 'the', 'city,', 'learns', 'how', 'to', 'be', 'part', 'of', 'a', 'community']","['Airborne', 'to', 'be', 'wild.']",Zambezia,"['Jeremy Suarez', 'Samuel L. Jackson', 'Abigail Breslin']",['Wayne Thornley']
['Drama'],184341,[],"['The', 'legendary', 'Roberto', 'Duran', 'and', 'his', 'equally', 'legendary', 'trainer', 'Ray', 'Arcel', 'change', 'each', ""other's"", 'lives.']","['No', 'más.', 'No', 'surrender.']",Hands of Stone,"['Robert De Niro', 'Edgar Ramírez', 'Jurnee Smollett']",['Jonathan Jakubowicz']
['Thriller'],334074,"[""new year's eve"", 'fire', 'showdown', 'terrorist', 'embassy', 'hand grenade', 'truck', 'laboratory', 'on the run', 'orphan', 'death', 'cigarette lighter', 'microscope', 'hazmat suit']","['A', 'Foreign', 'Service', 'Officer', 'in', 'London', 'tries', 'to', 'prevent', 'a', 'terrorist', 'attack', 'set', 'to', 'hit', 'New', 'York,', 'but', 'is', 'forced', 'to', 'go', 'on', 'the', 'run', 'when', 'she', 'is', 'framed', 'for', 'crimes', 'she', 'did', 'not', 'commit.']","['His', 'Next', 'Target', 'is', 'Now', 'Hunting', 'Him']",Survivor,"['Pierce Brosnan', 'Milla Jovovich', 'Dylan McDermott']",['James McTeigue']
"['Thriller', 'Crime']",199373,"['gun', 'escape', 'serial killer', 'man hunt', 'hunting']","['An', 'Alaska', 'State', 'Trooper', 'partners', 'with', 'a', 'young', 'woman', 'who', 'escaped', 'the', 'clutches', 'of', 'serial', 'killer', 'Robert', 'Hansen', 'to', 'bring', 'the', 'murderer', 'to', 'justice.', 'Based', 'on', 'actual', 'events.']","['The', 'hunter', 'becomes', 'the', 'hunted']",The Frozen Ground,"['Nicolas Cage', 'Vanessa Hudgens', 'John Cusack']",['Scott Walker']
"['Drama', 'Romance']",14202,"['china', 'cholera', 'foreign aid', 'epidemic', 'loveless marriage']","['A', 'British', 'medical', 'doctor', 'fights', 'a', 'cholera', 'outbreak', 'in', 'a', 'small', 'Chinese', 'village,', 'while', 'also', 'being', 'trapped', 'at', 'home', 'in', 'a', 'loveless', 'marriage', 'to', 'an', 'unfaithful', 'wife.']","['Sometimes', 'the', 'greatest', 'journey', 'is', 'the', 'distance', 'between', 'two', 'people.']",The Painted Veil,"['Edward Norton', 'Juliet Howland', 'Naomi Watts']",['John Curran']
"['Adventure', 'Drama', 'Western']",581,"['countryside', 'based on novel', 'suicide attempt', 'culture clash', 'loss of family', 'deserter', 'interpreter', 'language barrier', 'self-discovery', 'dakota', 'buffalo', 'chief', 'unsociability', 'freedom', 'native american', '19th century', 'lakota']","['Wounded', 'Civil', 'War', 'soldier,', 'John', 'Dunbar', 'tries', 'to', 'commit', 'suicide', '–', 'and', 'becomes', 'a', 'hero', 'instead.', 'As', 'a', 'reward,', ""he's"", 'assigned', 'to', 'his', 'dream', 'post,', 'a', 'remote', 'junction', 'on', 'the', 'Western', 'frontier,', 'and', 'soon', 'makes', 'unlikely', 'friends', 'with', 'the', 'local', 'Sioux', 'tribe.']","['Inside', 'everyone', 'is', 'a', 'frontier', 'waiting', 'to', 'be', 'discovered.']",Dances with Wolves,"['Kevin Costner', 'Mary McDonnell', 'Graham Greene']",['Kevin Costner']
['Comedy'],52449,"['classroom', 'teacher', 'school', 'workplace humor']","['A', 'lazy,', 'incompetent', 'middle', 'school', 'teacher', 'who', 'hates', 'her', 'job', 'and', 'her', 'students', 'is', 'forced', 'to', 'return', 'to', 'her', 'job', 'to', 'make', 'enough', 'money', 'for', 'a', 'boob', 'job', 'after', 'her', 'rich', 'fiancé', 'dumps', 'her.']","['She', ""doesn't"", 'give', 'an', 'F.']",Bad Teacher,"['Cameron Diaz', 'Jason Segel', 'Justin Timberlake']",['Jake Kasdan']
"['Drama', 'Crime', 'Mystery']",12150,"['new york', 'alcohol', 'sex', 'detective', 'newspaper', 'nudity', 'suspect', 'police', 'murder', 'suspense', 'serial killer', 'neo-noir']","['Seen-it-all', 'New', 'York', 'detective', 'Frank', 'Keller', 'is', 'unsettled', '-', 'he', 'has', 'done', 'twenty', 'years', 'on', 'the', 'force', 'and', 'could', 'retire,', 'and', 'he', ""hasn't"", 'come', 'to', 'terms', 'with', 'his', 'wife', 'leaving', 'him', 'for', 'a', 'colleague.', 'Joining', 'up', 'with', 'an', 'officer', 'from', 'another', 'part', 'of', 'town', 'to', 'investigate', 'a', 'series', 'of', 'murders', 'linked', 'by', 'the', 'lonely', 'hearts', 'columns', 'he', 'finds', 'he', 'is', 'getting', 'seriously', 'and', 'possibly', 'dangerously', 'involved', 'with', 'Helen,', 'one', 'of', 'the', 'main', 'suspects.']","['Deception', 'is', 'dangerous.', 'Desire', 'is', 'deadly.']",Sea of Love,"['Al Pacino', 'Ellen Barkin', 'John Goodman']",['Harold Becker']
['Comedy'],11247,"['jealousy', 'cinderella', 'work', 'step mother', 'high school', 'school party', 'orphan', 'teenager', 'disguise', 'american football player', 'teenage romance', 'step sister', 'modern fairy tale']","['Sam', 'Montgomery', 'is', 'a', 'tomboyish,', 'unpopular', 'girl', 'at', 'school.', 'She', 'has', 'been', 'text', 'messaging', 'a', 'somebody', 'named', 'Nomad', 'for', 'a', 'few', 'months', 'and', 'he', 'asks', 'her', 'to', 'meet', 'him', 'at', 'the', 'Halloween', 'dance', 'at', '11:00', 'in', 'the', 'middle', 'of', 'the', 'dance', 'floor.', 'The', 'only', 'problem', 'is,', 'she', 'must', 'get', 'back', 'to', 'the', 'diner,', 'ran', 'by', 'her', 'wicked', 'Stepmom', 'Fiona', 'by', '12', 'sharp', 'because', 'she', 'is', 'not', 'supposed', 'to', 'be', 'there.', 'Before', 'Nomad', 'can', 'found', 'out', 'who', 'she', 'is,', 'she', 'must', 'leave', 'with', 'her', 'best', 'friend,', 'Carter', 'driving', 'her', 'back', 'to', 'the', 'diner.', 'After', 'that', 'night,', 'everything', 'in', ""Sam's"", 'life', 'goes', 'wacko!']","['Once', 'upon', 'a', 'time...', 'can', 'happen', 'any', 'time.']",A Cinderella Story,"['Hilary Duff', 'Jennifer Coolidge', 'Chad Michael Murray']",['Mark Rosman']
"['Crime', 'Horror', 'Mystery']",4232,"['halloween', 'gore', 'serial killer', 'slasher', 'tabloid', 'news reporter', 'self-referential', 'meta film']","['A', 'killer', 'known', 'as', 'Ghostface', 'begins', 'killing', 'off', 'teenagers,', 'and', 'as', 'the', 'body', 'count', 'begins', 'rising,', 'one', 'girl', 'and', 'her', 'friends', 'find', 'themselves', 'contemplating', 'the', ""'rules'"", 'of', 'horror', 'films', 'as', 'they', 'find', 'themselves', 'living', 'in', 'a', 'real-life', 'one.']","['Someone', 'has', 'taken', 'their', 'love', 'of', 'scary', 'movies', 'one', 'step', 'too', 'far.']",Scream,"['David Arquette', 'Neve Campbell', 'Courteney Cox']",['Wes Craven']
"['Horror', 'Thriller']",9378,"['hunter', 'nanny', 'nudity', 'collector', 'house', 'supernatural', 'hell', 'uncle', 'revenge', 'lawyer', 'inheritance', 'blood', 'psychic', 'violence', 'devil', 'trapped', 'machine', 'evil', 'glass']","['Arthur', 'and', 'his', 'two', 'children,', 'Kathy', 'and', 'Bobby,', 'inherit', 'his', 'Uncle', ""Cyrus's"", 'estate:', 'a', 'glass', 'house', 'that', 'serves', 'as', 'a', 'prison', 'to', '12', 'ghosts.', 'When', 'the', 'family,', 'accompanied', 'by', ""Bobby's"", 'Nanny', 'and', 'an', 'attorney,', 'enter', 'the', 'house', 'they', 'find', 'themselves', 'trapped', 'inside', 'an', 'evil', 'machine', '""designed', 'by', 'the', 'devil', 'and', 'powered', 'by', 'the', 'dead""', 'to', 'open', 'the', 'Eye', 'of', 'Hell.', 'Aided', 'by', 'Dennis,', 'a', 'ghost', 'hunter,', 'and', 'his', 'rival', 'Kalina,', 'a', 'ghost', 'rights', 'activist', 'out', 'to', 'set', 'the', 'ghosts', 'free,', 'the', 'group', 'must', 'do', 'what', 'they', 'can', 'to', 'get', 'out', 'of', 'the', 'house', 'alive.']","['There', 'are', 'ghosts', 'around', 'us', 'all', 'the', 'time.', 'Most', 'of', 'them', ""don't"", 'want', 'to', 'hurt', 'us.', 'But,', 'there', 'are', 'exceptions...']",Thir13en Ghosts,"['Tony Shalhoub', 'Embeth Davidtz', 'Matthew Lillard']",['Steve Beck']
"['Horror', 'Thriller']",694,"['hotel', 'isolation', 'hotelier', 'colorado', 'maze', 'bartender', 'ax', 'delusion', 'loneliness', 'caretaker', 'vision', 'snow', 'writer', 'alcoholic', 'snowed in', 'off season']","['Jack', 'Torrance', 'accepts', 'a', 'caretaker', 'job', 'at', 'the', 'Overlook', 'Hotel,', 'where', 'he,', 'along', 'with', 'his', 'wife', 'Wendy', 'and', 'their', 'son', 'Danny,', 'must', 'live', 'isolated', 'from', 'the', 'rest', 'of', 'the', 'world', 'for', 'the', 'winter.', 'But', 'they', ""aren't"", 'prepared', 'for', 'the', 'madness', 'that', 'lurks', 'within.']","['A', 'masterpiece', 'of', 'modern', 'horror.']",The Shining,"['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd']",['Stanley Kubrick']
"['Adventure', 'Comedy', 'Science Fiction', 'Family']",105,"['clock tower', 'car race', 'terrorist', 'delorean', 'lightning', 'guitar', 'plutonium', 'sports car', 'inventor', 'journey in the past', 'time travel', 'race against time', 'partner', 'misfit', 'mad scientist', 'fish out of water', 'teenage love', 'destiny', 'hidden identity', 'odd couple', 'escapade', 'disorder', 'chases and races', 'love and romance', 'teenage life', 'misfit partners', 'changing the past or future', 'getting home', 'inventions and discoveries']","['Eighties', 'teenager', 'Marty', 'McFly', 'is', 'accidentally', 'sent', 'back', 'in', 'time', 'to', '1955,', 'inadvertently', 'disrupting', 'his', ""parents'"", 'first', 'meeting', 'and', 'attracting', 'his', ""mother's"", 'romantic', 'interest.', 'Marty', 'must', 'repair', 'the', 'damage', 'to', 'history', 'by', 'rekindling', 'his', ""parents'"", 'romance', 'and', '-', 'with', 'the', 'help', 'of', 'his', 'eccentric', 'inventor', 'friend', 'Doc', 'Brown', '-', 'return', 'to', '1985.']","[""He's"", 'the', 'only', 'kid', 'ever', 'to', 'get', 'into', 'trouble', 'before', 'he', 'was', 'born.']",Back to the Future,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson']",['Robert Zemeckis']
"['Horror', 'Mystery', 'Thriller']",11377,"['lunatic asylum', 'aftercreditsstinger']","['A', 'remake', 'of', 'the', '1959', 'film', 'of', 'the', 'same', 'name.', 'A', 'millionaire', 'offers', 'a', 'group', 'of', 'diverse', 'people', '$1,000,000', 'to', 'spend', 'the', 'night', 'in', 'a', 'haunted', 'house', 'with', 'a', 'horrifying', 'past.']","['Evil', 'loves', 'to', 'party.']",House on Haunted Hill,"['Geoffrey Rush', 'Famke Janssen', 'Taye Diggs']",['William Malone']
"['Action', 'Drama']",385383,"['new jersey', 'martial arts', 'sister', 'sport', 'murder', 'mixed martial arts', 'justice', 'underground fighting', 'gym', 'ultimate fighting championship']","['When', 'Tory', 'Coro', 'turns', 'up', 'dead,', 'the', 'neighborhood', 'turns', 'up', 'silent.', 'Rumor', 'has', 'it', 'she', 'became', 'yet', 'another', 'victim', 'of', 'the', 'small', 'town', 'known', 'as', 'FIGHT', 'VALLEY.', ""Tory's"", 'sister', 'Windsor', 'moves', 'to', 'town', 'to', 'begin', 'her', 'own', 'investigation', 'on', 'her', ""sister's"", 'mysterious', 'death', 'after', 'weeks', 'of', 'no', 'leads', 'from', 'the', 'police.', ""She's"", 'quick', 'to', 'learn', 'that', 'Tory', 'fought', 'for', 'money', 'to', 'make', 'ends', 'meet.', 'If', 'girl-next-door', 'Windsor', 'is', 'going', 'to', 'make', 'her', 'way', 'into', 'FIGHT', 'VALLEY', 'to', 'find', 'the', 'truth', 'about', 'Tory,', ""she's"", 'going', 'to', 'have', 'to', 'fight', 'her', 'way', 'in.', '""Jabs""', '(Miesha', 'Tate)', 'swore', 'she', 'would', 'never', 'throw', 'a', 'punch', 'in', 'the', 'Valley', 'again.', 'Jabs', 'now', 'finds', 'herself', 'training', 'Windsor', 'to', 'survive', 'the', 'painful,', 'unexpected', 'path', ""she's"", 'about', 'to', 'take.', 'Every', 'corner.', 'Every', 'alley.', 'Every', 'doorway.', 'She', 'must', 'follow', 'the', 'last', 'footsteps', 'of', 'her', 'sister', 'in', 'order', 'to', 'come', 'face-to-face', 'with', ""Tory's"", 'killer', 'in', 'FIGHT', 'VALLEY.']","['One', 'way', 'in.', 'No', 'way', 'out.']",Fight Valley,"[""Erin O'Brien"", 'Miesha Tate', 'Holly Holm']",['Rob Hawk']
"['Comedy', 'Romance', 'Drama']",41210,"['alcohol', 'single parent', 'baby', 'restaurant', 'aquarium', 'sperm', 'little boy', 'male female relationship', 'pregnant', 'artificial insemination']","['An', 'unmarried', '40-year-old', 'woman', 'turns', 'to', 'a', 'turkey', 'baster', 'in', 'order', 'to', 'become', 'pregnant.', 'Seven', 'years', 'later,', 'she', 'reunites', 'with', 'her', 'best', 'friend,', 'who', 'has', 'been', 'living', 'with', 'a', 'secret:', 'he', 'replaced', 'her', 'preferred', 'sperm', 'sample', 'with', 'his', 'own.']","['The', 'most', 'unexpected', 'comedy', 'ever', 'conceived.']",The Switch,"['Jason Bateman', 'Jennifer Aniston', 'Jeff Goldblum']",['Josh Gordon']
['Comedy'],12090,"['venice', 'france', 'prison', 'fire', 'europe', 'married couple', 'honeymoon', 'castle', 'just married', 'chewing gum', 'marriage', 'police', 'vacation']","['Tom', 'Leezak', 'and', 'Sarah', 'McNerney', 'fall', 'in', 'love', 'and', 'plan', 'to', 'get', 'married,', 'despite', 'opposition', 'from', ""Sarah's"", 'uptight,', 'rich', 'family.', 'When', 'they', 'do', 'get', 'married,', 'and', 'get', 'a', 'chance', 'to', 'prove', ""Sarah's"", 'family', 'wrong,', 'they', 'go', 'on', 'a', 'European', 'honeymoon', 'and', 'run', 'into', 'disaster', 'after', 'disaster.', 'They', 'have', 'to', 'decide', 'whether', 'the', 'honeymoon', 'from', 'hell', 'and', 'a', 'few', 'pre-marital', 'mistakes', 'are', 'worth', 'throwing', 'away', 'their', 'love', 'and', 'marriage.']","['Welcome', 'to', 'the', 'honeymoon', 'from', 'hell.']",Just Married,"['Ashton Kutcher', 'Brittany Murphy', 'Christian Kane']",['Shawn Levy']
"['Drama', 'Action', 'Thriller', 'Crime', 'War']",62630,"['palace', 'impostor', 'pervertion']","['A', 'chilling', 'vision', 'of', 'the', 'House', 'of', 'Saddam', 'Hussein', 'comes', 'to', 'life', 'through', 'the', 'eyes', 'of', 'the', 'man', 'who', 'was', 'forced', 'to', 'become', 'the', 'double', 'of', ""Hussein's"", 'sadistic', 'son.']","['The', ""80's"", 'were', 'brilliant,', 'if', 'you', 'were', 'in', 'charge.']",The Devil's Double,"['Dominic Cooper', 'Ludivine Sagnier', 'Raad Rawi']",['Lee Tamahori']
"['Animation', 'Drama', 'Family', 'Science Fiction']",16110,[],"['Mr.', ""Conductor's"", 'supply', 'of', 'magic', 'gold', 'dust,', 'which', 'allows', 'him', 'to', 'travel', 'between', 'Shining', 'Time', 'and', ""Thomas's"", 'island,', 'is', 'critically', 'low.', 'Unfortunately,', 'he', ""doesn't"", 'know', 'how', 'to', 'get', 'more.', 'Meanwhile,', 'Thomas', 'is', 'fending', 'off', 'attacks', 'by', 'the', 'nasty', 'diesel', 'engines.', 'Getting', 'more', 'gold', 'dust', 'will', 'require', 'help', 'from', 'Mr.', ""C's"", 'slacker', 'cousin,', 'his', 'new', 'friend', 'Lily', 'and', 'her', 'morose', 'grandfather,', 'plus', 'the', 'secret', 'engine.']","['Little', 'Engines', 'CAN', 'Do', 'Big', 'Things...']",Thomas and the Magic Railroad,"['Alec Baldwin', 'Peter Fonda', 'Mara Wilson']",['Britt Allcroft']
"['Mystery', 'Horror', 'Action']",29427,"['terror', 'biological weapon', 'cover-up', 'splatter', 'duringcreditsstinger', 'virus']","['Four', 'friends', 'find', 'themselves', 'trapped', 'in', 'their', 'small', 'hometown', 'after', 'they', 'discover', 'their', 'friends', 'and', 'neighbors', 'going', 'quickly', 'and', 'horrifically', 'insane.']","['Fear', 'Thy', 'Neighbor']",The Crazies,"['Timothy Olyphant', 'Radha Mitchell', 'Joe Anderson']",['Breck Eisner']
"['Fantasy', 'Adventure', 'Animation', 'Family']",129,"['witch', 'parents kids relationship', 'magic', 'twilight', 'darkness', 'village and town', 'bath house', 'pig', 'ghost world', 'biology', 'train', 'amusement park', 'yokai', 'japanese mythology', 'anime']","['A', 'ten', 'year', 'old', 'girl', 'who', 'wanders', 'away', 'from', 'her', 'parents', 'along', 'a', 'path', 'that', 'leads', 'to', 'a', 'world', 'ruled', 'by', 'strange', 'and', 'unusual', 'monster-like', 'animals.', 'Her', 'parents', 'have', 'been', 'changed', 'into', 'pigs', 'along', 'with', 'others', 'inside', 'a', 'bathhouse', 'full', 'of', 'these', 'creatures.', 'Will', 'she', 'ever', 'see', 'the', 'world', 'how', 'it', 'once', 'was?']","['The', 'tunnel', 'led', 'Chihiro', 'to', 'a', 'mysterious', 'town...']",Spirited Away,"['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki']",['Hayao Miyazaki']
"['Action', 'Drama', 'History']",2669,"['female nudity', 'exotic island', 'mutiny', 'lake', 'nudity', 'sailing', 'ship', 'adventure', 'tahiti', 'murder', 'pregnancy', 'great barrier reef', 'sailor', 'native peoples', 'storm at sea', 'whipping', 'british sailor', 'based on true events', 'fiji']","['The', 'familiar', 'story', 'of', 'Lieutenant', 'Bligh,', 'whose', 'cruelty', 'leads', 'to', 'a', 'mutiny', 'on', 'his', 'ship.', 'This', 'version', 'follows', 'both', 'the', 'efforts', 'of', 'Fletcher', 'Christian', 'to', 'get', 'his', 'men', 'beyond', 'the', 'reach', 'of', 'British', 'retribution,', 'and', 'the', 'epic', 'voyage', 'of', 'Lieutenant', 'Bligh', 'to', 'get', 'his', 'loyalists', 'safely', 'to', 'East', 'Timor', 'in', 'a', 'tiny', 'lifeboat.']","['After', '200', 'years,', 'the', 'truth', 'behind', 'the', 'legend.']",The Bounty,"['Mel Gibson', 'Anthony Hopkins', 'Laurence Olivier']",['Roger Donaldson']
['Drama'],203833,"['world war ii', 'book', 'nazi germany', 'jewish']","['While', 'subjected', 'to', 'the', 'horrors', 'of', 'WWII', 'Germany,', 'young', 'Liesel', 'finds', 'solace', 'by', 'stealing', 'books', 'and', 'sharing', 'them', 'with', 'others.', 'Under', 'the', 'stairs', 'in', 'her', 'home,', 'a', 'Jewish', 'refuge', 'is', 'being', 'sheltered', 'by', 'her', 'adoptive', 'parents.']","['Courage', 'beyond', 'words.']",The Book Thief,"['Geoffrey Rush', 'Sophie Nélisse', 'Emily Watson']",['Brian Percival']
"['Comedy', 'Adventure', 'Romance']",13523,"['sex', 'jealousy', 'virgin', 'nudity', 'community', 'friendship', 'high school', 'road trip', 'friends', 'romance', 'redneck', 'loss of virginity', 'hitchhiker', 'teen movie', 'boyfriend', 'pickup', 'knoxville']","['A', 'high', 'school', 'senior', 'drives', 'cross-country', 'with', 'his', 'best', 'friends', 'to', 'hook', 'up', 'with', 'a', 'babe', 'he', 'met', 'online.']","[""He's"", 'leaving', 'virgin', 'territory']",Sex Drive,"['Josh Zuckerman', 'Amanda Crew', 'Clark Duke']",['Sean Anders']
